id,trial,repeats,target_coq_file,project,steps,success,outcome,outcome_detail,post_copy_make_ok,theorem_baseline_ok,theorem_modified,post_make_note,elapsed_seconds,agent_run_seconds,tokens_prompt,tokens_prompt_cache_hit,tokens_prompt_cache_miss,tokens_completion,tokens_total
2513,4,10,common/Values.v,compcert,4,1,success,,1,1,0,,127,83,424150,396672,27478,8452,432602
2513,5,10,common/Values.v,compcert,4,1,success,,1,1,0,,157,114,566222,536320,29902,11478,577700
2513,6,10,common/Values.v,compcert,4,1,success,,1,1,0,,91,47,280333,254592,25741,5138,285471
2513,7,10,common/Values.v,compcert,4,1,success,,1,1,0,,110,67,320647,281088,39559,7322,327969
2513,8,10,common/Values.v,compcert,4,1,success,,1,1,0,,178,136,678610,631168,47442,14277,692887
2513,9,10,common/Values.v,compcert,4,1,success,,1,1,0,,188,145,785080,752128,32952,11228,796308
2513,10,10,common/Values.v,compcert,4,1,success,,1,1,0,,261,219,813857,781824,32033,20284,834141
2639,1,10,theories/BuchAux.v,buchberger,9,0,skip_keyword,theories/test_inversion.v;theories/test_naming.v;theories/test_inv.v,1,1,0,,497,479,1874333,1816832,57501,47853,1922186
2639,2,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,871,853,3010926,2935040,75886,81778,3092704
2639,3,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,883,865,5358954,5273856,85098,91640,5450594
2639,4,10,theories/BuchAux.v,buchberger,9,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1819,1801,21296335,21187840,108495,169117,21465452
