id,trial,repeats,target_coq_file,project,steps,success,outcome,outcome_detail,post_copy_make_ok,theorem_baseline_ok,theorem_modified,post_make_note,elapsed_seconds,agent_run_seconds,tokens_prompt,tokens_prompt_cache_hit,tokens_prompt_cache_miss,tokens_completion,tokens_total
2042,8,10,flocq/IEEE754/BinarySingleNaN.v,compcert,6,1,success,,1,1,0,,172,152,464389,445952,18437,9978,474367
2042,9,10,flocq/IEEE754/BinarySingleNaN.v,compcert,6,1,success,,1,1,0,,102,82,135842,129024,6818,4724,140566
2042,10,10,flocq/IEEE754/BinarySingleNaN.v,compcert,6,1,success,,1,1,0,,127,106,160198,155008,5190,6950,167148
2114,1,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,1133,1052,5574163,5526912,47251,78382,5652545
2114,2,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,967,906,3643782,3612800,30982,80208,3723990
2114,3,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,1096,1030,4507857,4475648,32209,77448,4585305
2114,4,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,662,605,2255515,2220800,34715,43069,2298584
2114,5,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,1287,1216,6719426,6682368,37058,112672,6832098
2114,6,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,942,882,3084020,3055360,28660,62840,3146860
2114,7,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,1108,1051,6375026,6336256,38770,69767,6444793
2114,8,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,1266,1207,10589370,10545152,44218,85271,10674641
2114,9,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,550,494,2237787,2206336,31451,37397,2275184
2114,10,10,common/Globalenvs.v,compcert,22,1,success,,1,1,0,,971,915,3898131,3860480,37651,72820,3970951
2207,1,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,258,87,78196,75520,2676,3514,81710
2207,2,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,347,207,214169,204416,9753,16606,230775
2207,3,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,542,404,2202973,2180096,22877,31442,2234415
2207,4,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,274,132,194859,188416,6443,9367,204226
2207,5,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,281,135,239653,224128,15525,10357,250010
2207,6,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,288,146,447535,433408,14127,9236,456771
2207,7,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,326,171,234808,224256,10552,9099,243907
2207,8,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,444,257,891644,877696,13948,24758,916402
2207,9,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,267,134,375744,364800,10944,11957,387701
2207,10,10,x86/ConstpropOpproof.v,compcert,7,1,success,,1,1,0,,397,261,793029,780416,12613,22967,815996
2290,1,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,595,586,2211047,2179712,31335,51306,2262353
2290,2,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,632,622,3380463,3348992,31471,45341,3425804
2290,3,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,970,960,7081293,7027200,54093,63725,7145018
2290,4,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,508,498,2081708,2052096,29612,35429,2117137
2290,5,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,994,985,7214917,7172864,42053,77288,7292205
2290,6,10,flocq/Core/Ulp.v,compcert,35,0,verify_make_failed,rc=2,1,1,0,,1591,1581,30595352,30518784,76568,131365,30726717
2290,7,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,386,377,929748,910720,19028,35163,964911
2290,8,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,1390,1381,18775802,18709376,66426,113641,18889443
2290,9,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,792,779,5032205,5003264,28941,79348,5111553
2290,10,10,flocq/Core/Ulp.v,compcert,35,1,success,,1,1,0,,739,729,5278395,5238656,39739,54828,5333223
2513,1,10,common/Values.v,compcert,4,1,success,,1,1,0,,127,84,86110,80256,5854,4560,90670
2513,2,10,common/Values.v,compcert,4,1,success,,1,1,0,,131,87,72072,66688,5384,4780,76852
2513,3,10,common/Values.v,compcert,4,1,success,,1,1,0,,145,102,154082,147584,6498,6332,160414
2513,4,10,common/Values.v,compcert,4,1,success,,1,1,0,,160,116,236481,227456,9025,7055,243536
2513,5,10,common/Values.v,compcert,4,1,success,,1,1,0,,123,80,77567,73728,3839,4003,81570
2513,6,10,common/Values.v,compcert,4,1,success,,1,1,0,,128,80,111818,106240,5578,3910,115728
2513,7,10,common/Values.v,compcert,4,1,success,,1,1,0,,147,105,141671,134656,7015,6883,148554
2513,8,10,common/Values.v,compcert,4,1,success,,1,1,0,,126,77,68829,63744,5085,3516,72345
2513,9,10,common/Values.v,compcert,4,1,success,,1,1,0,,146,105,135191,129152,6039,6194,141385
2513,10,10,common/Values.v,compcert,4,1,success,,1,1,0,,134,87,78331,72960,5371,3702,82033
2639,1,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,271,252,966421,938752,27669,20803,987224
2639,2,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,207,188,513714,494848,18866,15861,529575
2639,3,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,435,416,1419975,1402496,17479,35179,1455154
2639,4,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,663,644,1447739,1429376,18363,50311,1498050
2639,5,10,theories/BuchAux.v,buchberger,9,1,success,,1,1,0,,143,124,389763,370560,19203,7704,397467
