id,trial,repeats,target_coq_file,project,success,outcome,outcome_detail,post_copy_make_ok,theorem_baseline_ok,theorem_modified,post_make_note,elapsed_seconds,agent_run_seconds,tokens_prompt,tokens_prompt_cache_hit,tokens_prompt_cache_miss,tokens_completion,tokens_total
2868,3,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,311,298,1345682,1314688,30994,30740,1376422
2868,4,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,243,231,1356031,1326848,29183,21903,1377934
2868,5,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,235,222,1361965,1337728,24237,22657,1384622
2868,6,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,214,202,781566,752768,28798,21980,803546
2868,7,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,520,508,4384130,4328960,55170,50629,4434759
2868,8,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,369,357,1323004,1298176,24828,33104,1356108
2868,9,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,285,273,1175436,1149696,25740,24388,1199824
2868,10,10,theories/DivTerm.v,buchberger,1,success,,1,1,0,,538,525,2144093,2109824,34269,47432,2191525
2964,1,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,154,82,91965,85120,6845,5434,97399
2964,2,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,138,67,75871,65024,10847,3937,79808
2964,3,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,236,166,101742,92032,9710,12872,114614
2964,4,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,209,138,148012,140032,7980,10883,158895
2964,5,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,181,111,146362,138496,7866,8298,154660
2964,6,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,115,45,57671,54016,3655,2677,60348
2964,7,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,129,57,82461,75008,7453,3586,86047
2964,8,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,319,250,402922,383744,19178,22400,425322
2964,9,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,115,45,42075,38784,3291,2937,45012
2964,10,10,theories/redpart.v,fourcolor,1,success,,1,1,0,,123,55,70955,61312,9643,3467,74422
2980,1,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,428,292,388003,377472,10531,26227,414230
2980,2,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,415,280,826207,811904,14303,22834,849041
2980,3,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,716,580,2378281,2353280,25001,52492,2430773
2980,4,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,572,440,1121246,1101952,19294,35908,1157154
2980,5,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,318,186,310045,302208,7837,14665,324710
2980,6,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,558,427,867971,853760,14211,34930,902901
2980,7,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,365,234,262499,252032,10467,20786,283285
2980,8,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,385,251,512761,500096,12665,20529,533290
2980,9,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,450,319,586835,579456,7379,29430,616265
2980,10,10,x86/ConstpropOpproof.v,compcert,1,success,,1,1,0,,336,202,403355,391808,11547,17100,420455
3044,1,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,330,250,514583,504064,10519,21099,535682
3044,2,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,285,203,330542,316800,13742,16976,347518
3044,3,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,455,373,683584,669568,14016,35841,719425
3044,4,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,388,309,705596,688256,17340,30894,736490
3044,5,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,292,213,254327,247424,6903,17182,271509
3044,6,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,572,493,941087,928640,12447,42391,983478
3044,7,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,319,239,282779,271104,11675,19596,302375
3044,8,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,253,175,190468,180608,9860,14436,204904
3044,9,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,293,213,311882,302976,8906,17866,329748
3044,10,10,cfrontend/Initializersproof.v,compcert,1,success,,1,1,0,,290,210,271294,260480,10814,18385,289679
3058,1,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,991,898,4033157,3991040,42117,65240,4098397
3058,2,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,508,418,874715,850688,24027,23588,898303
3058,3,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,233,144,329003,316928,12075,8601,337604
3058,4,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,836,746,1777006,1745792,31214,53058,1830064
3058,5,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,411,320,976596,949888,26708,21406,998002
3058,6,10,cfrontend/Cexec.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1885,1800,13051954,12980480,71474,132566,13184520
3058,7,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,443,354,963704,939392,24312,24499,988203
3058,8,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,502,410,1106275,1083520,22755,26434,1132709
3058,9,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,363,272,740947,724480,16467,23289,764236
3058,10,10,cfrontend/Cexec.v,compcert,1,success,,1,1,0,,801,711,2891936,2851456,40480,46182,2938118
3069,1,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,621,497,2525280,2492032,33248,42841,2568121
3069,2,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,1190,1068,6514000,6459008,54992,86944,6600944
3069,3,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,780,660,1886770,1846400,40370,48246,1935016
3069,4,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,561,438,1905837,1870592,35245,35923,1941760
3069,5,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,423,300,1119748,1094144,25604,22390,1142138
3069,6,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,622,499,2428523,2390528,37995,40633,2469156
3069,7,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,430,306,894375,871424,22951,25522,919897
3069,8,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,689,565,2704127,2664832,39295,38740,2742867
3069,9,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,535,411,1586119,1552128,33991,32448,1618567
3069,10,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,631,509,2726714,2690688,36026,46546,2773260
3079,1,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,163,134,404420,388864,15556,11878,416298
3079,2,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,136,106,506995,486144,20851,8717,515712
3079,3,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,111,81,432333,412416,19917,5644,437977
3079,4,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,175,145,656556,638720,17836,10615,667171
3079,5,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,155,125,716665,693888,22777,8642,725307
3079,6,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,140,111,460810,442880,17930,7974,468784
3079,7,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,150,119,523879,504064,19815,9193,533072
3079,8,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,90,59,233949,222720,11229,3963,237912
3079,9,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,147,116,300301,283648,16653,9565,309866
3079,10,10,flocq/IEEE754/Binary.v,compcert,1,success,,1,1,0,,148,118,336450,322176,14274,9629,346079
3127,1,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1864,1800,25412744,25262592,150152,112729,25525473
3127,2,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,22087802,21958656,129146,132446,22220248
3127,3,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,23946932,23787136,159796,121902,24068834
3127,4,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1866,1800,14727676,14647680,79996,172305,14899981
3127,5,10,theories/embed.v,fourcolor,0,verify_make_failed,rc=2,1,1,0,,1860,,12974823,12860544,114279,142971,13117794
3127,6,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,21852725,21727360,125365,150335,22003060
3127,7,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,15436893,15373056,63837,183088,15619981
3127,8,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,21693664,21602432,91232,145399,21839063
3127,9,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1864,1800,16321375,16242688,78687,177687,16499062
3127,10,10,theories/embed.v,fourcolor,0,verify_make_failed,rc=2,1,1,0,,1814,,14312756,14230272,82484,148321,14461077
3255,1,10,aarch64/Op.v,compcert,1,success,,1,1,0,,1301,1223,7991981,7930368,61613,51291,8043272
3255,2,10,aarch64/Op.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,2050,1800,5184474,5121024,63450,127390,5311864
3255,3,10,aarch64/Op.v,compcert,1,success,,1,1,0,,1336,1258,7857599,7801216,56383,111192,7968791
3255,4,10,aarch64/Op.v,compcert,1,success,,1,1,0,,1086,1008,5662223,5603200,59023,74506,5736729
3255,5,10,aarch64/Op.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1879,1800,12034546,11968256,66290,167899,12202445
3255,6,10,aarch64/Op.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1878,1800,10546257,10490496,55761,113869,10660126
3255,7,10,aarch64/Op.v,compcert,1,success,,1,1,0,,1234,1156,5428519,5393664,34855,89629,5518148
3255,8,10,aarch64/Op.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,2048,1800,6846156,6795904,50252,125415,6971571
3255,9,10,aarch64/Op.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1878,1800,15659413,15555456,103957,153281,15812694
3255,10,10,aarch64/Op.v,compcert,1,success,,1,1,0,,1046,970,4868374,4817152,51222,66878,4935252
3490,1,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1034,972,11908791,11814016,94775,64750,11973541
3490,2,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1477,1414,20753303,20635136,118167,110454,20863757
3490,3,10,theories/embed.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1858,1800,31458322,31313024,145298,125159,31583481
3490,4,10,theories/embed.v,fourcolor,1,success,,1,1,0,,996,932,9806211,9727232,78979,70368,9876579
3490,5,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1689,1625,25441521,25319680,121841,117002,25558523
3490,6,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1289,1226,15144780,15044480,100300,89388,15234168
3490,7,10,theories/embed.v,fourcolor,1,success,,1,1,0,,744,680,4842441,4793856,48585,57550,4899991
3490,8,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1438,1375,15743169,15636864,106305,104462,15847631
3490,9,10,theories/embed.v,fourcolor,1,success,,1,1,0,,1212,1149,16725087,16626432,98655,81070,16806157
3490,10,10,theories/embed.v,fourcolor,1,success,,1,1,0,,942,878,11244128,11152512,91616,72083,11316211
3501,1,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,281,183,1524979,1489792,35187,16484,1541463
3501,2,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,263,165,512882,492672,20210,12626,525508
3501,3,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,244,145,701385,681984,19401,12606,713991
3501,4,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,262,165,395560,374656,20904,16979,412539
3501,5,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,277,179,825596,806784,18812,13153,838749
3501,6,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,291,193,916138,896768,19370,17316,933454
3501,7,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,336,236,1161958,1138176,23782,19478,1181436
3501,8,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,314,216,780185,753792,26393,18431,798616
3501,9,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,291,195,382762,363904,18858,16273,399035
3501,10,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,320,222,694372,677888,16484,18075,712447
3503,1,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,602,582,9588539,9505280,83259,53922,9642461
3503,2,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,625,605,6616889,6550272,66617,55755,6672644
3503,3,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,927,906,10086567,9992448,94119,92258,10178825
3503,4,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,589,568,5574544,5516160,58384,55495,5630039
3503,5,10,theories/Preduceplus.v,buchberger,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1812,1800,27407346,27279872,127474,162288,27569634
3503,6,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,1152,1131,19186690,19079552,107138,96099,19282789
3503,7,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,654,634,6420823,6365184,55639,58830,6479653
3503,8,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,1557,1537,20994930,20883840,111090,162471,21157401
3503,9,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,625,604,8077152,8006400,70752,50636,8127788
3503,10,10,theories/Preduceplus.v,buchberger,1,success,,1,1,0,,709,689,8880586,8813952,66634,61673,8942259
3823,1,10,src/Environments.v,dblib,1,success,,1,1,0,,46,34,71481,66176,5305,2998,74479
3823,2,10,src/Environments.v,dblib,1,success,,1,1,0,,89,77,187074,176896,10178,6278,193352
3823,3,10,src/Environments.v,dblib,1,success,,1,1,0,,44,31,74329,65408,8921,2503,76832
3823,4,10,src/Environments.v,dblib,1,success,,1,1,0,,46,35,119304,110464,8840,2570,121874
3823,5,10,src/Environments.v,dblib,1,success,,1,1,0,,44,32,104623,96896,7727,2290,106913
3823,6,10,src/Environments.v,dblib,1,success,,1,1,0,,68,56,99930,94720,5210,4458,104388
3823,7,10,src/Environments.v,dblib,1,success,,1,1,0,,72,60,126630,115584,11046,5213,131843
3823,8,10,src/Environments.v,dblib,1,success,,1,1,0,,128,116,122070,118656,3414,11036,133106
3823,9,10,src/Environments.v,dblib,1,success,,1,1,0,,58,46,145387,135424,9963,3867,149254
3823,10,10,src/Environments.v,dblib,1,success,,1,1,0,,45,33,60885,54912,5973,2938,63823
3844,1,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,193,167,445350,431104,14246,14362,459712
3844,2,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,182,157,225977,218240,7737,14840,240817
3844,3,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,197,171,341196,329216,11980,16121,357317
3844,4,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,160,135,257776,249216,8560,11632,269408
3844,5,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,218,193,485674,472704,12970,18441,504115
3844,6,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,223,198,483866,470400,13466,21063,504929
3844,7,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,163,138,271982,265856,6126,15365,287347
3844,8,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,154,129,235448,227584,7864,12992,248440
3844,9,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,179,154,340377,331520,8857,15249,355626
3844,10,10,varieties/semigroups.v,math-classes,1,success,,1,1,0,,180,154,353181,344064,9117,14057,367238
4005,1,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,126,52,91029,86912,4117,2828,93857
4005,2,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,107,33,43536,39680,3856,1184,44720
4005,3,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,108,31,47722,44800,2922,872,48594
4005,4,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,110,36,49227,47744,1483,1273,50500
4005,5,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,120,45,61377,57600,3777,2674,64051
4005,6,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,115,40,51051,49152,1899,1548,52599
4005,7,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,108,34,46328,43776,2552,1237,47565
4005,8,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,114,37,52248,50048,2200,1575,53823
4005,9,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,119,45,61452,59264,2188,2494,63946
4005,10,10,backend/Cminortyping.v,compcert,1,success,,1,1,0,,116,41,51072,49408,1664,2116,53188
4162,1,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1867,1800,11277012,11216384,60628,184654,11461666
4162,2,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,17863154,17775744,87410,138765,18001919
4162,3,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1867,1800,13757208,13695488,61720,159596,13916804
4162,4,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,2044,1800,14088692,14022272,66420,145065,14233757
4162,5,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1866,1800,16175255,16097408,77847,151236,16326491
4162,6,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,17222722,17145600,77122,162614,17385336
4162,7,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1866,1800,15761536,15694720,66816,164936,15926472
4162,8,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1865,1800,16646103,16563712,82391,140832,16786935
4162,9,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1866,1800,13617092,13565824,51268,173418,13790510
4162,10,10,theories/hubcap.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1866,1800,19348716,19241856,106860,152072,19500788
4249,1,10,lib/Parmov.v,compcert,1,success,,1,1,0,,37,24,43354,38784,4570,1663,45017
4249,2,10,lib/Parmov.v,compcert,1,success,,1,1,0,,60,47,56900,53376,3524,4401,61301
4249,3,10,lib/Parmov.v,compcert,1,success,,1,1,0,,34,22,27131,24832,2299,1324,28455
4249,4,10,lib/Parmov.v,compcert,1,success,,1,1,0,,63,50,87401,81536,5865,4530,91931
4249,5,10,lib/Parmov.v,compcert,1,success,,1,1,0,,49,37,45801,43648,2153,2827,48628
4249,6,10,lib/Parmov.v,compcert,1,success,,1,1,0,,79,66,112371,105984,6387,5051,117422
4249,7,10,lib/Parmov.v,compcert,1,success,,1,1,0,,70,57,82216,77312,4904,4276,86492
4249,8,10,lib/Parmov.v,compcert,1,success,,1,1,0,,93,80,153065,146048,7017,6564,159629
4249,9,10,lib/Parmov.v,compcert,1,success,,1,1,0,,35,23,33536,31104,2432,1493,35029
4249,10,10,lib/Parmov.v,compcert,1,success,,1,1,0,,72,59,76530,72832,3698,4537,81067
4360,1,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,62,51,75660,72832,2828,4287,79947
4360,2,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,95,85,124523,121728,2795,8125,132648
4360,3,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,95,86,140676,135040,5636,7135,147811
4360,4,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,48,38,34312,31104,3208,3021,37333
4360,5,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,84,75,69916,67584,2332,6493,76409
4360,6,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,61,51,41448,40192,1256,4413,45861
4360,7,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,67,58,42747,37888,4859,4908,47655
4360,8,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,91,82,157145,151168,5977,6378,163523
4360,9,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,105,95,176521,171136,5385,7211,183732
4360,10,10,misc/JMrelation.v,math-classes,1,success,,1,1,0,,51,41,25655,24704,951,3764,29419
4430,1,10,backend/Conventions.v,compcert,1,success,,1,1,0,,115,29,21237,19968,1269,957,22194
4430,2,10,backend/Conventions.v,compcert,1,success,,1,1,0,,114,30,23160,21760,1400,1135,24295
4430,3,10,backend/Conventions.v,compcert,1,success,,1,1,0,,123,38,38339,36480,1859,1459,39798
4430,4,10,backend/Conventions.v,compcert,1,success,,1,1,0,,114,30,24031,22528,1503,1189,25220
4430,5,10,backend/Conventions.v,compcert,1,success,,1,1,0,,116,32,28120,26368,1752,1181,29301
4430,6,10,backend/Conventions.v,compcert,1,success,,1,1,0,,115,29,21464,20096,1368,825,22289
4430,7,10,backend/Conventions.v,compcert,1,success,,1,1,0,,122,37,33644,31872,1772,1241,34885
4430,8,10,backend/Conventions.v,compcert,1,success,,1,1,0,,116,30,27987,26112,1875,957,28944
4430,9,10,backend/Conventions.v,compcert,1,success,,1,1,0,,112,28,21113,19328,1785,760,21873
4430,10,10,backend/Conventions.v,compcert,1,success,,1,1,0,,118,32,23104,21504,1600,975,24079
4444,1,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,327,232,785879,764288,21591,20547,806426
4444,2,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,437,343,1739305,1712512,26793,31304,1770609
4444,3,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,449,353,1977927,1950208,27719,29986,2007913
4444,4,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,436,341,2109058,2075008,34050,28624,2137682
4444,5,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,409,316,1863197,1830272,32925,26914,1890111
4444,6,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,412,317,1600675,1566848,33827,27381,1628056
4444,7,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,342,247,1338053,1315328,22725,18597,1356650
4444,8,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,438,344,1859803,1832448,27355,29560,1889363
4444,9,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,636,541,4300712,4245632,55080,42537,4343249
4444,10,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,411,316,2509712,2459904,49808,27759,2537471
4638,1,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,34558193,34420352,137841,168656,34726849
4638,2,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,29982753,29846912,135841,171575,30154328
4638,3,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,56023077,55898240,124837,158447,56181524
4638,1,1,flocq/Calc/Sqrt.v,compcert,1,success,,1,1,0,,1705,1695,23307379,23166336,141043,155365,23462744
4638,5,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,21191868,21068672,123196,178107,21369975
4638,6,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,22689138,22591360,97778,182433,22871571
4638,7,10,flocq/Calc/Sqrt.v,compcert,1,success,,1,1,0,,1557,1539,24954903,24811776,143127,143475,25098378
4638,8,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,20204472,20085248,119224,172155,20376627
4638,9,10,flocq/Calc/Sqrt.v,compcert,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1809,1800,39888429,39741696,146733,162745,40051174
4638,10,10,flocq/Calc/Sqrt.v,compcert,1,success,,1,1,0,,1230,1212,10122720,10048768,73952,132673,10255393
4830,1,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,204,154,227379,216832,10547,15348,242727
4830,2,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,257,206,426306,411648,14658,17697,444003
4830,3,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,163,113,142753,136064,6689,9899,152652
4830,4,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,395,346,1000747,982528,18219,32608,1033355
4830,5,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,315,266,608984,595840,13144,24906,633890
4830,6,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,293,243,596075,581120,14955,22930,619005
4830,7,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,252,202,528521,516224,12297,17655,546176
4830,8,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,600,551,1629480,1607040,22440,44250,1673730
4830,9,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,403,354,622391,610688,11703,32323,654714
4830,10,10,cfrontend/Ctypes.v,compcert,1,success,,1,1,0,,204,154,297882,288128,9754,13680,311562
4840,1,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,73,55,167209,155648,11561,4299,171508
4840,2,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,881,864,4774580,4741760,32820,60728,4835308
4840,3,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,118,100,139016,132736,6280,6444,145460
4840,4,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,93,76,113757,100608,13149,5577,119334
4840,5,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,145,128,237260,226944,10316,10752,248012
4840,6,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,202,185,417094,403072,14022,14605,431699
4840,7,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,85,67,133009,122240,10769,4696,137705
4840,8,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,72,55,79969,67456,12513,3969,83938
4840,9,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,108,90,117684,109696,7988,7454,125138
4840,10,10,theories/jordan.v,fourcolor,1,success,,1,1,0,,501,483,2567708,2539392,28316,33658,2601366
4858,1,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,352,230,370872,357376,13496,20801,391673
4858,2,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,1819,1699,20239357,20169984,69373,134435,20373792
4858,3,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,784,662,3868277,3830144,38133,56757,3925034
4858,4,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,308,187,377644,371200,6444,16062,393706
4858,5,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,366,244,733929,714368,19561,20274,754203
4858,6,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,382,261,552582,539136,13446,21647,574229
4858,7,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,990,868,5199947,5149312,50635,71822,5271769
